id_depto_indec_residencia;departamento_residencia;id_prov_indec_residencia;provincia_residencia;anio_min;evento;id_grupo_etario;grupo_etario;sepi_min;cantidad
007;Calamuchita;14;Córdoba;2024;Dengue;10;De 35 a 44 años;15;12
760;San Miguel;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;13;49
049;La Cocha;90;Tucumán;2024;Dengue;11;De 45 a 65 años;13;30
035;Garay;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;3;2
126;San Martín;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;3;1
077;9 de Julio;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;2;1
021;Chicligasta;90;Tucumán;2024;Dengue;11;De 45 a 65 años;6;3
133;San Javier;14;Córdoba;2024;Dengue;10;De 35 a 44 años;18;11
113;Villaguay;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;12;53
077;Rawson;70;San Juan;2024;Dengue;7;De 15 a 19 años;12;9
427;La Matanza;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;4;12
413;Junín;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;14;8
077;Paclín;10;Catamarca;2024;Dengue;7;De 15 a 19 años;11;1
778;San Vicente;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;15;1
049;Gualeguay;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;13;3
042;Palpalá;38;Jujuy;2024;Dengue;9;De 25 a 34 años;15;16
140;San Fernando;22;Chaco;2024;Dengue;3;De 13 a 24 meses;1;1
105;San Jerónimo;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;14;26
001;COMUNA 1;02;CABA;2024;Dengue;4;De 2 a 4 años;13;6
056;Grl. José de San Martín;66;Salta;2024;Dengue;5;De 5 a 9 años;16;4
364;General Rodríguez;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;15;17
063;Iguazú;54;Misiones;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);9;2
112;O'Higgins;22;Chaco;2024;Dengue;10;De 35 a 44 años;9;2
021;Chicligasta;90;Tucumán;2024;Dengue;9;De 25 a 34 años;13;43
007;COMUNA 7;02;CABA;2024;Dengue;5;De 5 a 9 años;17;3
002;COMUNA 2;02;CABA;2024;Dengue;9;De 25 a 34 años;15;6
113;Villaguay;30;Entre Ríos;2024;Dengue;12;Mayores de 65 años;15;3
021;Andalgalá;10;Catamarca;2024;Dengue;8;De 20 a 24 años;15;4
070;Pocito;70;San Juan;2024;Dengue;10;De 35 a 44 años;13;1
182;Coronel de Marina L. Rosales;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;6;3
007;Anta;66;Salta;2024;Dengue;5;De 5 a 9 años;17;24
410;Ituzaingó;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;11;17
035;Banda;86;Santiago del Estero;2024;Dengue;8;De 20 a 24 años;6;4
427;La Matanza;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;12;258
035;Avellaneda;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;14;38
084;Capital;90;Tucumán;2024;Dengue;8;De 20 a 24 años;12;193
049;Capital;86;Santiago del Estero;2024;Dengue;3;De 13 a 24 meses;11;7
056;Pirané;34;Formosa;2024;Dengue;5;De 5 a 9 años;10;7
140;Rosario de la Frontera;66;Salta;2024;Dengue;9;De 25 a 34 años;11;17
441;La Plata;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;9;22
648;Presidente Perón;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;10;3
056;Grl. José de San Martín;66;Salta;2024;Dengue;10;De 35 a 44 años;15;10
084;Capital;90;Tucumán;2024;Dengue;5;De 5 a 9 años;12;131
014;Cruz Alta;90;Tucumán;2024;Dengue;3;De 13 a 24 meses;15;14
840;Tres de Febrero;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;18;7
056;Grl. José de San Martín;66;Salta;2024;Dengue;6;De 10 a 14 años;1;1
408;Hurlingham;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;13;35
049;Capital;86;Santiago del Estero;2024;Dengue;7;De 15 a 19 años;17;54
063;Iguazú;54;Misiones;2024;Dengue;10;De 35 a 44 años;2;10
028;Capital;54;Misiones;2024;Dengue;5;De 5 a 9 años;1;22
277;Florentino Ameghino;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;14;1
084;Capital;86;Santiago del Estero;2024;Dengue;12;Mayores de 65 años;13;1
112;Metán;66;Salta;2024;Dengue;11;De 45 a 65 años;13;56
427;La Matanza;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;17;29
014;Capital;46;La Rioja;2024;Dengue;10;De 35 a 44 años;18;75
134;Cañuelas;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;8;3
427;La Matanza;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;8;89
021;Diamante;30;Entre Ríos;2024;Dengue;12;Mayores de 65 años;9;6
014;Bermejo;22;Chaco;2024;Dengue;3;De 13 a 24 meses;3;1
091;Oberá;54;Misiones;2024;Dengue;6;De 10 a 14 años;10;8
140;Rosario de la Frontera;66;Salta;2024;Dengue;7;De 15 a 19 años;16;28
119;Tunuyán;50;Mendoza;2024;Dengue;9;De 25 a 34 años;13;1
015;COMUNA 15;02;CABA;2024;Dengue;8;De 20 a 24 años;7;5
133;Rivadavia;66;Salta;2024;Dengue;10;De 35 a 44 años;7;1
035;Cerrillos;66;Salta;2024;Dengue;9;De 25 a 34 años;18;8
091;San Cristóbal;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;14;16
007;Capital;50;Mendoza;2024;Dengue;10;De 35 a 44 años;15;25
084;Rosario;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;8;530
648;Presidente Perón;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;9;3
091;Berazategui;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;11;24
004;COMUNA 4;02;CABA;2024;Dengue;8;De 20 a 24 años;18;2
004;COMUNA 4;02;CABA;2024;Dengue;7;De 15 a 19 años;8;11
805;Tigre;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;17;2
006;COMUNA 6;02;CABA;2024;Dengue;10;De 35 a 44 años;12;21
049;Pilcomayo;34;Formosa;2024;Dengue;6;De 10 a 14 años;10;2
015;Concordia;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;14;21
035;Avellaneda;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;17;17
105;Independencia;46;La Rioja;2024;Dengue;8;De 20 a 24 años;15;2
252;Escobar;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;13;20
070;Santa Bárbara;38;Jujuy;2024;Dengue;11;De 45 a 65 años;14;7
021;Capital;18;Corrientes;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);16;1
063;La Capital;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;2;6
134;Cañuelas;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;11;6
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;9;De 25 a 34 años;12;15
434;Lanús;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;4;2
364;General Rodríguez;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;11;3
021;Castellanos;82;Santa Fe;2024;Dengue;10;De 35 a 44 años;19;2
042;General San Martín;14;Córdoba;2024;Dengue;12;Mayores de 65 años;4;3
056;Grl. José de San Martín;66;Salta;2024;Dengue;8;De 20 a 24 años;6;1
999;desconocido;99;desconocida;2024;Dengue;11;De 45 a 65 años;20;4
119;Paso de los Libres;18;Corrientes;2024;Dengue;7;De 15 a 19 años;11;1
140;Rosario de la Frontera;66;Salta;2024;Dengue;11;De 45 a 65 años;17;25
168;Santo Tomé;18;Corrientes;2024;Dengue;12;Mayores de 65 años;9;5
007;COMUNA 7;02;CABA;2024;Dengue;10;De 35 a 44 años;10;13
999;desconocido;99;desconocida;2024;Dengue;12;Mayores de 65 años;13;11
021;Capital;18;Corrientes;2024;Dengue;12;Mayores de 65 años;11;29
371;General San Martín;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;15;28
252;Escobar;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;10;9
015;Concordia;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;7;5
021;Laishi;34;Formosa;2024;Dengue;9;De 25 a 34 años;1;15
084;Montecarlo;54;Misiones;2024;Dengue;12;Mayores de 65 años;7;15
042;Eldorado;54;Misiones;2024;Dengue;6;De 10 a 14 años;15;13
056;Pirané;34;Formosa;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);6;1
036;12 de Octubre;22;Chaco;2024;Dengue;11;De 45 a 65 años;4;34
084;Paraná;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;13;98
021;Comandante Fernández;22;Chaco;2024;Dengue;3;De 13 a 24 meses;6;9
091;Simoca;90;Tucumán;2024;Dengue;9;De 25 a 34 años;16;10
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;145
371;General San Martín;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;10;64
007;Bella Vista;18;Corrientes;2024;Dengue;7;De 15 a 19 años;16;4
028;Federación;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;15;64
126;1º de Mayo;22;Chaco;2024;Dengue;10;De 35 a 44 años;7;2
098;Mayor Luis J. Fontana;22;Chaco;2024;Dengue;11;De 45 a 65 años;11;6
043;Fray Justo Santa María de Oro;22;Chaco;2024;Dengue;6;De 10 a 14 años;8;1
007;Anta;66;Salta;2024;Dengue;11;De 45 a 65 años;10;73
007;Anta;66;Salta;2024;Dengue;9;De 25 a 34 años;9;20
056;La Capital;74;San Luis;2024;Dengue;9;De 25 a 34 años;10;5
028;Almirante Brown;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;18;9
035;Concepción;54;Misiones;2024;Dengue;6;De 10 a 14 años;10;4
049;Capital;10;Catamarca;2024;Dengue;10;De 35 a 44 años;18;15
007;Ayacucho;74;San Luis;2024;Dengue;12;Mayores de 65 años;13;1
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;15;68
091;Berazategui;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;12;19
056;Leales;90;Tucumán;2024;Dengue;11;De 45 a 65 años;19;15
056;Gualeguaychú;30;Entre Ríos;2024;Dengue;8;De 20 a 24 años;9;8
084;Libertador General San Martín;22;Chaco;2024;Dengue;9;De 25 a 34 años;3;8
105;Independencia;46;La Rioja;2024;Dengue;8;De 20 a 24 años;13;9
014;Capital;46;La Rioja;2024;Dengue;11;De 45 a 65 años;9;21
049;La Cocha;90;Tucumán;2024;Dengue;4;De 2 a 4 años;14;11
021;Bariloche;62;Río Negro;2024;Dengue;9;De 25 a 34 años;14;3
126;Tupungato;50;Mendoza;2024;Dengue;9;De 25 a 34 años;16;1
002;COMUNA 2;02;CABA;2024;Dengue;8;De 20 a 24 años;14;5
035;Graneros;90;Tucumán;2024;Dengue;9;De 25 a 34 años;14;9
469;Lincoln;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;13;2
119;Presidencia de la Plaza;22;Chaco;2024;Dengue;6;De 10 a 14 años;22;6
063;Lules;90;Tucumán;2024;Dengue;11;De 45 a 65 años;18;41
005;COMUNA 5;02;CABA;2024;Dengue;10;De 35 a 44 años;16;6
007;Arauco;46;La Rioja;2024;Dengue;9;De 25 a 34 años;14;6
658;Quilmes;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;11;9
210;Chacabuco;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;11;3
112;Metán;66;Salta;2024;Dengue;10;De 35 a 44 años;13;65
035;Avellaneda;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;10;61
105;San Jerónimo;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;18;3
665;Ramallo;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;9;1
014;El Carmen;38;Jujuy;2024;Dengue;7;De 15 a 19 años;16;92
840;Tres de Febrero;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;13;89
412;José C. Paz;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;8;20
119;Brandsen;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;2
999;desconocido;02;CABA;2024;Dengue;10;De 35 a 44 años;13;13
006;COMUNA 6;02;CABA;2024;Dengue;11;De 45 a 65 años;7;5
658;Quilmes;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;12;164
371;General San Martín;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;10;104
028;Guaymallén;50;Mendoza;2024;Dengue;8;De 20 a 24 años;13;19
434;Lanús;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;6;42
105;San Jerónimo;82;Santa Fe;2024;Dengue;6;De 10 a 14 años;9;4
105;San Javier;54;Misiones;2024;Dengue;12;Mayores de 65 años;3;2
412;José C. Paz;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;16;79
049;General Obligado;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;17;25
007;Anta;66;Salta;2024;Dengue;10;De 35 a 44 años;4;5
749;San Fernando;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;13;21
049;Las Heras;50;Mendoza;2024;Dengue;7;De 15 a 19 años;17;2
042;Capayán;10;Catamarca;2024;Dengue;12;Mayores de 65 años;16;4
049;La Cocha;90;Tucumán;2024;Dengue;7;De 15 a 19 años;12;20
063;Lules;90;Tucumán;2024;Dengue;9;De 25 a 34 años;17;39
021;Colón;14;Córdoba;2024;Dengue;9;De 25 a 34 años;17;46
014;Capital;14;Córdoba;2024;Dengue;10;De 35 a 44 años;3;22
021;Diamante;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;11;8
063;San Pedro;38;Jujuy;2024;Dengue;7;De 15 a 19 años;18;7
658;Quilmes;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;7;38
756;San Isidro;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;11;114
014;Capital;14;Córdoba;2024;Dengue;7;De 15 a 19 años;10;206
028;Federación;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;9;43
011;COMUNA 11;02;CABA;2024;Dengue;12;Mayores de 65 años;12;13
999;desconocido;99;desconocida;2024;Dengue;6;De 10 a 14 años;9;13
049;Capital;86;Santiago del Estero;2024;Dengue;8;De 20 a 24 años;18;40
140;San Justo;14;Córdoba;2024;Dengue;8;De 20 a 24 años;11;100
182;Unión;14;Córdoba;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);16;1
070;Leandro N. Alem;54;Misiones;2024;Dengue;4;De 2 a 4 años;11;1
028;Capital;54;Misiones;2024;Dengue;11;De 45 a 65 años;12;29
042;Eldorado;54;Misiones;2024;Dengue;8;De 20 a 24 años;9;20
140;San Justo;14;Córdoba;2024;Dengue;11;De 45 a 65 años;7;84
140;San Fernando;22;Chaco;2024;Dengue;8;De 20 a 24 años;8;36
560;Moreno;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;18;11
077;General Taboada;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;16;1
049;Capital;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;10;122
133;Realicó;42;La Pampa;2024;Dengue;9;De 25 a 34 años;14;1
119;San Lorenzo;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;8;12
413;Junín;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;12;14
274;Florencio Varela;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;22;1
014;Cainguás;54;Misiones;2024;Dengue;11;De 45 a 65 años;5;1
091;Maipú;22;Chaco;2024;Dengue;5;De 5 a 9 años;5;1
003;COMUNA 3;02;CABA;2024;Dengue;11;De 45 a 65 años;13;22
119;Paso de los Libres;18;Corrientes;2024;Dengue;12;Mayores de 65 años;19;4
098;Santa Lucía;70;San Juan;2024;Dengue;7;De 15 a 19 años;17;1
133;Realicó;42;La Pampa;2024;Dengue;8;De 20 a 24 años;13;2
098;Santa Rosa;10;Catamarca;2024;Dengue;12;Mayores de 65 años;13;6
077;9 de Julio;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;8;11
028;Capital;54;Misiones;2024;Dengue;12;Mayores de 65 años;5;34
014;Formosa;34;Formosa;2024;Dengue;12;Mayores de 65 años;9;12
119;San Lorenzo;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;15;27
105;Maracó;42;La Pampa;2024;Dengue;7;De 15 a 19 años;12;4
001;COMUNA 1;02;CABA;2024;Dengue;6;De 10 a 14 años;16;46
412;José C. Paz;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;10;82
008;COMUNA 8;02;CABA;2024;Dengue;7;De 15 a 19 años;12;12
014;Capital;14;Córdoba;2024;Dengue;4;De 2 a 4 años;12;321
021;Colón;14;Córdoba;2024;Dengue;10;De 35 a 44 años;19;12
274;Florencio Varela;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;14;22
126;1º de Mayo;22;Chaco;2024;Dengue;11;De 45 a 65 años;6;13
049;Capital;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;20;22
168;Santo Tomé;18;Corrientes;2024;Dengue;9;De 25 a 34 años;1;2
098;Juan F. Ibarra;86;Santiago del Estero;2024;Dengue;8;De 20 a 24 años;13;1
126;Ojo de Agua;86;Santiago del Estero;2024;Dengue;12;Mayores de 65 años;15;2
007;COMUNA 7;02;CABA;2024;Dengue;4;De 2 a 4 años;10;1
441;La Plata;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;15;19
028;Capital;70;San Juan;2024;Dengue;10;De 35 a 44 años;10;2
070;Goya;18;Corrientes;2024;Dengue;12;Mayores de 65 años;15;1
098;Uruguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;15;15
882;Zárate;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;9;6
084;Paraná;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;5;14
001;COMUNA 1;02;CABA;2024;Dengue;9;De 25 a 34 años;10;155
021;Capital;18;Corrientes;2024;Dengue;5;De 5 a 9 años;19;3
252;Escobar;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;9;5
539;Merlo;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;8;35
056;Gualeguaychú;30;Entre Ríos;2024;Dengue;11;De 45 a 65 años;9;26
644;Pinamar;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;15;1
140;San Fernando;22;Chaco;2024;Dengue;11;De 45 a 65 años;11;88
021;Capital;18;Corrientes;2024;Dengue;8;De 20 a 24 años;3;38
007;Anta;66;Salta;2024;Dengue;4;De 2 a 4 años;15;10
028;Almirante Brown;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;19;6
042;Eldorado;54;Misiones;2024;Dengue;4;De 2 a 4 años;9;6
084;Paraná;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;16;55
014;Cruz Alta;90;Tucumán;2024;Dengue;8;De 20 a 24 años;8;41
028;Guaymallén;50;Mendoza;2024;Dengue;7;De 15 a 19 años;11;22
098;Uruguay;30;Entre Ríos;2024;Dengue;12;Mayores de 65 años;10;3
042;General San Martín;14;Córdoba;2024;Dengue;10;De 35 a 44 años;14;207
084;Rivadavia;70;San Juan;2024;Dengue;11;De 45 a 65 años;20;1
658;Quilmes;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;17;11
371;General San Martín;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;15;19
119;San Lorenzo;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;10;13
140;San Fernando;22;Chaco;2024;Dengue;10;De 35 a 44 años;23;4
042;General López;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;11;5
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;4;De 2 a 4 años;13;9
007;Bella Vista;18;Corrientes;2024;Dengue;9;De 25 a 34 años;16;4
105;9 de Julio;22;Chaco;2024;Dengue;11;De 45 a 65 años;1;11
119;Molinos;66;Salta;2024;Dengue;12;Mayores de 65 años;12;1
007;COMUNA 7;02;CABA;2024;Dengue;7;De 15 a 19 años;12;9
999;desconocido;90;Tucumán;2024;Dengue;5;De 5 a 9 años;13;2
021;Castellanos;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;18;4
049;Capital;86;Santiago del Estero;2024;Dengue;6;De 10 a 14 años;5;3
126;1º de Mayo;22;Chaco;2024;Dengue;8;De 20 a 24 años;8;1
049;Gualeguay;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;15;1
005;COMUNA 5;02;CABA;2024;Dengue;10;De 35 a 44 años;12;15
049;Ischilín;14;Córdoba;2024;Dengue;8;De 20 a 24 años;13;23
756;San Isidro;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;15;20
021;Dr. Manuel Belgrano;38;Jujuy;2024;Dengue;11;De 45 a 65 años;12;161
042;Capayán;10;Catamarca;2024;Dengue;12;Mayores de 65 años;17;3
756;San Isidro;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;10;78
568;Morón;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;14;17
434;Lanús;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;12;72
021;Capital;18;Corrientes;2024;Dengue;11;De 45 a 65 años;6;109
126;Orán;66;Salta;2024;Dengue;9;De 25 a 34 años;12;3
840;Tres de Febrero;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;9;23
